Country of president,President name,Destination country,Destination city,"Date start, yyyy-mm-dd","Date start, d.m.yyyyy","Date end, yyyy-mm-dd","Date end, d.m.yyyy",Subject,Source,More info
Russia,Putin,Hungary,,2019-10-30,30.10.2019,,,Russian-Hungarian talks,,http://en.kremlin.ru/events/president/trips/61948
Russia,Putin,Brazil,,2019-11-13,13.11.2019,,,Vladimir Putin arrived in�Brasilia to�take part in�BRICS Summit,,http://en.kremlin.ru/events/president/trips/62050
Russia,Putin,Kyrgyzstan,,2019-11-28,28.11.2019,,,CSTO summit,,http://en.kremlin.ru/events/president/trips/62153
Russia,Putin,France,,2019-12-09,9.12.2019,,,Vladimir Putin arrived in�France for�the�Normandy format summit,,http://en.kremlin.ru/events/president/trips/62331
Russia,Putin,Syria,Damascus,2020-01-07,7.1.2020,2020-01-07,7.1.2020,Vladimir Putin visited Syria,,http://en.kremlin.ru/events/president/trips/62548
Russia,Putin,Turkey,Istanbul,2020-01-07,7.1.2020,2020-01-08,8.1.2020,The President arrived in Turkey,,http://en.kremlin.ru/events/president/trips/62555
Russia,Putin,Germany,Berlin,2020-01-19,19.1.2020,2020-01-19,19.1.2020,Vladimir Putin arrived in Berlin to attend international conference on Libya,,http://en.kremlin.ru/events/president/trips/62616
Russia,Putin,Israel,Tel Aviv,2020-01-23,23.1.2020,2020-01-23,23.1.2020,Vladimir Putin arrives in Israel,,http://en.kremlin.ru/events/president/news/62638
Russia,Putin,Palestine,Betlehem,2020-01-23,23.1.2020,2020-01-23,23.1.2020,Meeting with President of Palestine Mahmoud Abbas,,http://en.kremlin.ru/events/president/trips/62662
USA,W. BUSH,Mexico,San Cristobal,2001-02-16,16.2.2001,2001-02-16,16.2.2001,Meeting with President Fox.,,
USA,W. BUSH,Canada,Quebec,2001-04-20,20.4.2001,2001-04-22,22.4.2001,Attended the Summit of the Americas.,,
USA,W. BUSH,Spain,Madrid,2001-06-12,12.6.2001,2001-06-13,13.6.2001,Met with King Juan Carlos I and President Aznar.,,
USA,W. BUSH,Belgium,Brussels,2001-06-13,13.6.2001,2001-06-14,14.6.2001,Attended NATO Summit Meeting.,,
USA,W. BUSH,Sweden,Goteborg,2001-06-14,14.6.2001,2001-06-15,15.6.2001,Attended U.S.-European Union Summit Meeting; met with King Carl XVI Gustav.,,
USA,W. BUSH,Poland,Warsaw,2001-06-15,15.6.2001,2001-06-16,16.6.2001,State visit.,,
USA,W. BUSH,Slovenia,Kranj,2001-06-16,16.6.2001,2001-06-16,16.6.2001,Met with Prime Minister Drnovsek and Russian President Putin.,,
USA,W. BUSH,United Kingdom,"London, Chequers, Halton, Brize Norton",2001-07-18,18.7.2001,2001-07-20,20.7.2001,Met with Prime Minister Blain and Queen Elizabeth II.,,
USA,W. BUSH,Italy,"Genoa, Castel Gandolfo, Rome",2001-07-20,20.7.2001,2001-07-24,24.7.2001,"Attended the G-8 Economic Summit. Met with Pope John Paul II at Castel 
Gandolfo and with Prime Minister Berlusconi and President Ciampi in Rome.",,
USA,W. BUSH,Kosovo,Camp Bondsteel,2001-07-24,24.7.2001,2001-07-24,24.7.2001,Addressed U.S. military personnel.,,
USA,W. BUSH,China,Shanghai,2001-10-18,18.10.2001,2001-10-21,21.10.2001,Attended the APEC Summit Meeting.,,
USA,W. BUSH,Japan,Tokyo,2002-02-17,17.2.2002,2002-02-19,19.2.2002,Met with Prime Minister Koizumi and Emperor Akihito. Addressed the Diet.,,
USA,W. BUSH,South Korea,"Seoul, Dorasan, Osan",2002-02-19,19.2.2002,2002-02-21,21.2.2002,"Met with President Kin Dae-Jung, visited the Demilitarized Zone, addressed 
U.S. military personnel.",,
USA,W. BUSH,China,Beijing,2002-02-21,21.2.2002,2002-02-22,22.2.2002,Met with President Jiang and Premier Zhu.,,
USA,W. BUSH,Mexico,Monterrey,2002-03-21,21.3.2002,2002-03-22,22.3.2002,"Attended the International Conference on Financing for Development and met 
with President Fox.",,
USA,W. BUSH,Peru,Lima,2002-03-23,23.3.2002,2002-03-24,24.3.2002,"Met with the Presidents of Peru, Colombia, and Bolivia, and with the Vice 
President of Ecuador.",,
USA,W. BUSH,El Salvador,San Salvador,2002-03-24,24.3.2002,2002-03-24,24.3.2002,Attended a summit meeting with Central American heads of state.,,
USA,W. BUSH,Germany,Berlin,2002-05-22,22.5.2002,2002-05-23,23.5.2002,Met with Chancellor Schroeder and addressed the Bundestag.,,
USA,W. BUSH,Russia,"Moscow, St. Petersburg",2002-05-23,23.5.2002,2002-05-26,26.5.2002,Summit meeting with President Putin. Signed strategic arms reduction treaty.,,
USA,W. BUSH,France,"Paris, St. Mere- Eglise, Colleville",2002-05-26,26.5.2002,2002-05-27,27.5.2002,Met with President Chirac and delivered a Memorial Day address in Normandy.,,
USA,W. BUSH,Italy,Rome,2002-05-27,27.5.2002,2002-05-28,28.5.2002,"Met with President Ciampi and Prime Minister Berlusconi. Attended NATO 
Summit Meeting and inaugurated the NATO-Russia Council.",,
USA,W. BUSH,Vatican City,,2002-05-28,28.5.2002,2002-05-28,28.5.2002,Audience with Pope John Paul II.,,
USA,W. BUSH,Canada,Kananaskis (Alberta),2002-06-25,25.6.2002,2002-06-27,27.6.2002,Attended the G-8 Economic Summit.,,
USA,W. BUSH,Mexico,Los Cabos,2002-10-26,26.10.2002,2002-10-27,27.10.2002,Attended APEC Summit Meeting.,,
USA,W. BUSH,Czechia,Prague,2002-11-19,19.11.2002,2002-11-22,22.11.2002,Attended NATO and EAPC Summit Meetings.,,
USA,W. BUSH,Russia,St. Petersburg,2002-11-22,22.11.2002,2002-11-22,22.11.2002,Met with President Putin.,,
USA,W. BUSH,Lithuania,Vilnius,2002-11-22,22.11.2002,2002-11-23,23.11.2002,Met with the Presidents of the Baltic States.,,
USA,W. BUSH,Romania,Bucharest,2002-11-23,23.11.2002,2002-11-23,23.11.2002,Met with President Iliescu.,,
USA,W. BUSH,Portugal,Terceira Island (Azores),2003-03-16,16.3.2003,2003-03-16,16.3.2003,"Discussed the Iraq crisis with British Prime Minister Blair, Spanish 
President Aznar, and Portuguese Prime Minister Durao.",,
USA,W. BUSH,United Kingdom,"Belfast, Hillsborough (Northern Ireland)",2003-04-07,7.4.2003,2003-04-08,8.4.2003,"Met with Prime Minister Blair to discuss the reconstruction of Iraq. Also 
met with Irish Prime Minister Ahern and Northern Irish political leaders.",,
USA,W. BUSH,Poland,"Krakow, Auschwitz-Birkenau",2003-05-30,30.5.2003,2003-05-31,31.5.2003,"Met with President Kwasniewski and Prime Minister Miller; visited former 
Nazi concentration camps.",,
USA,W. BUSH,Russia,St. Petersburg,2003-05-31,31.5.2003,2003-06-01,1.6.2003,"Met with President Putin and attended ceremonies commemorating the city’s 
300th anniversary.",,
USA,W. BUSH,France,Evian-les-Bains,2003-06-01,1.6.2003,2003-06-02,2.6.2003,Attended the G-8 Economic Summit and met with Chinese President Hu Jintao.,,
USA,W. BUSH,Egypt,Sharm el-Sheikh,2003-06-02,2.6.2003,2003-06-03,3.6.2003,"Attended “Red Sea Summit” with the leaders of Bahrain, Egypt, Jordan, and 
Saudi Arabia, and with Palestinian Prime Minister Abbas.",,
USA,W. BUSH,Jordan,Aqaba,2003-06-04,4.6.2003,2003-06-04,4.6.2003,"Attended meetings with Israeli Prime Minister Sharon and Palestinian Prime 
Minister Abbas. Met with King Abdullah II.",,
USA,W. BUSH,Qatar,Doha,2003-06-04,4.6.2003,2003-06-05,5.6.2003,"Met with Emir Hamad Thani, visited U.S. Central Command headquarters and 
addressed U.S. military personnel. Overflew Baghdad en route to Qatar.",,
USA,W. BUSH,Senegal,"Dakar, Goree Island",2003-07-08,8.7.2003,2003-07-08,8.7.2003,Met with President Wade.,,
USA,W. BUSH,South Africa,Pretoria,2003-07-08,8.7.2003,2003-07-10,10.7.2003,Met with President Mbeki.,,
USA,W. BUSH,Botswana,Gaborone,2003-07-10,10.7.2003,2003-07-10,10.7.2003,Met with President Mogae. Toured Mokoldi Nature Reserve.,,
USA,W. BUSH,Uganda,Kampala,2003-07-11,11.7.2003,2003-07-11,11.7.2003,Met with President Musaveni.,,
USA,W. BUSH,Nigeria,Abuja,2003-07-11,11.7.2003,2003-07-12,12.7.2003,Met with President Obasanjo.,,
USA,W. BUSH,Japan,Tokyo,2003-10-17,17.10.2003,2003-10-18,18.10.2003,Met with Prime Minister Koizumi.,,
USA,W. BUSH,Philippines,Manila,2003-10-18,18.10.2003,2003-10-19,19.10.2003,"Addressed a joint session of the Philippine Congress and met with President 
Arroyo-Macapagal.",,
USA,W. BUSH,Thailand,Bangkok,2003-10-18,18.10.2003,2003-10-21,21.10.2003,Attended the APEC Summit Meeting.,,
USA,W. BUSH,Singapore,Singapore,2003-10-21,21.10.2003,2003-10-22,22.10.2003,Met with Prime Minister Goh Chok Tong.,,
USA,W. BUSH,Indonesia,Denpasar (Bali),2003-10-22,22.10.2003,2003-10-22,22.10.2003,Met with President Sukarnoputri and Muslim religious leaders.,,
USA,W. BUSH,Australia,Canberra,2003-10-22,22.10.2003,2003-10-22,22.10.2003,Met with Prime Minister Howard and addressed Parliament.,,
USA,W. BUSH,United Kingdom,"London, Sedgefield",2003-11-18,18.11.2003,2003-11-21,21.11.2003,State Visit.,,
USA,W. BUSH,Iraq,Baghdad,2003-11-27,27.11.2003,2003-11-27,27.11.2003,"Met with members of the Coalition Provisional Authority and the Iraqi 
Governing Council and addressed U.S. military personnel.",,
USA,W. BUSH,Mexico,Monterrey,2004-01-12,12.1.2004,2004-01-13,13.1.2004,Attended the Special Summit of the Americas.,,
USA,W. BUSH,Italy,Rome,2004-06-04,4.6.2004,2004-06-05,5.6.2004,Met with President Ciampi and Prime Minister Berlusconi.,,
USA,W. BUSH,Vatican City,,2004-06-04,4.6.2004,2004-06-04,4.6.2004,Met with Pope John Paul II.,,
USA,W. BUSH,France,"Paris, Colleville, Caen, Arromanches",2004-06-05,5.6.2004,2004-06-06,6.6.2004,Met with President Chirac and commemorated the 60th anniversary of D-Day.,,
USA,W. BUSH,Ireland,"Shannon, Dromoland Castle",2004-06-25,25.6.2004,2004-06-26,26.6.2004,Attended U.S.-EU Summit meeting and met with Prime Minister Ahern.,,
USA,W. BUSH,Turkey,"Ankara, Istanbul",2004-06-26,26.6.2004,2004-06-29,29.6.2004,"Met with President Sezer and Prime Minister Erdogan and attended NATO 
Summit meeting in Istanbul.",,
USA,W. BUSH,Chile,Santiago,2004-11-19,19.11.2004,2004-11-22,22.11.2004,Attended APEC Summit Meeting.,,
USA,W. BUSH,Colombia,Cartagena,2004-11-22,22.11.2004,2004-11-22,22.11.2004,Met with President Uribe.,,
USA,W. BUSH,Canada,"Ottawa, Gatineau, Halifax",2004-11-30,30.11.2004,2004-12-01,1.12.2004,Met with Prime Minister Martin.,,
USA,W. BUSH,Belgium,Brussels,2005-02-20,20.2.2005,2005-02-23,23.2.2005,Attended NATO and EU Summit Meetings.,,
USA,W. BUSH,Germany,"Mainz, Wiesbaden",2005-02-23,23.2.2005,2005-02-23,23.2.2005,Met with Chancellor Schroeder and visited U.S. military personnel.,,
USA,W. BUSH,Slovakia,Bratislava,2005-02-23,23.2.2005,2005-02-24,24.2.2005,Met with President Dzurinda and Russian President Putin.,,
USA,W. BUSH,Vatican City,,2005-04-06,6.4.2005,2005-04-08,8.4.2005,Attended the funeral of Pope John Paul II.,,
USA,W. BUSH,Italy,Rome,2005-04-06,6.4.2005,2005-04-08,8.4.2005,Met with President Ciampi and Prime Minister Berlusconi.,,
USA,W. BUSH,Latvia,Riga,2005-05-06,6.5.2005,2005-05-07,7.5.2005,Met with the presidents of the Baltic States.,,
USA,W. BUSH,Netherlands,"Maastricht, Valkenburg, Margraten",2005-05-07,7.5.2005,2005-05-08,8.5.2005,"Met with Prime Minister Balkenende and gave an address at a U.S. military 
cemetery.",,
USA,W. BUSH,Russia,Moscow,2005-05-08,8.5.2005,2005-05-09,9.5.2005,Met with President Putin and attended ceremonies commemorating VE Day.,,
USA,W. BUSH,Georgia,Tbilisi,2005-05-09,9.5.2005,2005-05-10,10.5.2005,Met with President Saakashvili.,,
USA,W. BUSH,Denmark,"Kastrup, Fredensborg, Copenhagen",2005-07-05,5.7.2005,2005-07-06,6.7.2005,Met with Queen Margrethe II and Prime Minister Rasmussen.,,
USA,W. BUSH,United Kingdom,Gleneagles (Scotland),2005-07-06,6.7.2005,2005-07-08,8.7.2005,Attended the G-8 Economic Summit.,,
USA,W. BUSH,Argentina,Mar del Plata,2005-11-03,3.11.2005,2005-11-05,5.11.2005,Attended the Summit of the Americas.,,
USA,W. BUSH,Brazil,Brasilia,2005-11-05,5.11.2005,2005-11-06,6.11.2005,Met with President Lula da Silva.,,
USA,W. BUSH,Panama,Panama City,2005-11-06,6.11.2005,2005-11-07,7.11.2005,Met with President Martin Torrijos.,,
USA,W. BUSH,Japan,Kyoto,2005-11-15,15.11.2005,2005-11-16,16.11.2005,Met with Prime Minister Koizumi.,,
USA,W. BUSH,South Korea,"Pusan, Gyeongju, Osan",2005-11-16,16.11.2005,2005-11-20,20.11.2005,Attended APEC Summit meeting and met with Russian President Putin.,,
USA,W. BUSH,China,Beijing,2005-11-20,20.11.2005,2005-11-21,21.11.2005,Met with President Hu and Prime Minister Wen.,,
USA,W. BUSH,Mongolia,Ulaanbaatar,2005-11-21,21.11.2005,2005-11-21,21.11.2005,Met with President Enkhbayar and Prime Minister Elbegdorj.,,
USA,W. BUSH,Ireland,Shannon,2006-02-28,28.2.2006,2006-02-28,28.2.2006,Met with U.S. Marines who were en route to Iraq.,,
USA,W. BUSH,Afghanistan,"Bagram, Kabul",2006-03-01,1.3.2006,2006-03-01,1.3.2006,"Met with President Karzai, dedicated new U.S. Embassy, and addressed U.S. 
military personnel.",,
USA,W. BUSH,India,"New Delhi, Hyderabad",2006-03-01,1.3.2006,2006-03-03,3.3.2006,Met with Prime Minister Singh. Signed nuclear cooperation agreement.,,
USA,W. BUSH,Pakistan,Islamabad,2006-03-03,3.3.2006,2006-03-04,4.3.2006,Met with President Musharraf.,,
USA,W. BUSH,Mexico,"Cancun, Chichen-Itza",2006-03-30,30.3.2006,2006-03-31,31.3.2006,Met with President Fox and Canadian Prime Minister Harper.,,
USA,W. BUSH,Iraq,Baghdad,2006-06-13,13.6.2006,2006-06-13,13.6.2006,Met with Prime Minister Maliki and addressed U.S. military personnel.,,
USA,W. BUSH,Austria,Vienna,2006-06-20,20.6.2006,2006-06-21,21.6.2006,Attended the U.S.-EU Summit.,,
USA,W. BUSH,Hungary,Budapest,2006-06-21,21.6.2006,2006-06-22,22.6.2006,"Met with President Solyom, Prime Minister Gyurcsany and commemorated the 
50th anniversary of the Hungarian Uprising.",,
USA,W. BUSH,Germany,"Stralsund, Trinwillershagen",2006-07-12,12.7.2006,2006-07-14,14.7.2006,Met with Chancellor Merkel.,,
USA,W. BUSH,Russia,St. Petersburg,2006-07-14,14.7.2006,2006-07-17,17.7.2006,"Attended the G-8 Economic Summit. Met with President Hu of China, July 16; 
and President Lula of Brazil and Prime Minister Singh of India, July 17.",,
USA,W. BUSH,Russia,Moscow,2006-11-15,15.11.2006,2006-11-15,15.11.2006,Met with President Putin.,,
USA,W. BUSH,Singapore,Singapore,2006-11-16,16.11.2006,2006-11-17,17.11.2006,"Met with Acting President Pillay and Prime Minister Lee. Addressed National 
Singapore University.",,
USA,W. BUSH,Vietnam,"Hanoi, Ho Chi Minh City",2006-11-17,17.11.2006,2006-11-20,20.11.2006,Attended APEC Leaders’ Meeting.,,
USA,W. BUSH,Indonesia,"Jakarta, Bogor",2006-11-20,20.11.2006,2006-11-20,20.11.2006,Met with President Yudhoyono.,,
USA,W. BUSH,Estonia,Tallinn,2006-11-27,27.11.2006,2006-11-28,28.11.2006,Met with President Ilves.,,
USA,W. BUSH,Latvia,Riga,2006-11-28,28.11.2006,2006-11-29,29.11.2006,Attended NATO Summit Meeting.,,
USA,W. BUSH,Jordan,Amman,2006-11-29,29.11.2006,2006-11-30,30.11.2006,Met with King Abdullah II and Iraqi Prime Minister al-Maliki.,,
USA,W. BUSH,Brazil,Sao Paulo,2007-03-08,8.3.2007,2007-03-09,9.3.2007,Met with President Lula da Silva.,,
USA,W. BUSH,Uruguay,Montevideo,2007-03-09,9.3.2007,2007-03-11,11.3.2007,Met with President Tabare Vazquez.,,
USA,W. BUSH,Colombia,Bogota,2007-03-11,11.3.2007,2007-03-11,11.3.2007,Met with President Uribe.,,
USA,W. BUSH,Guatemala,"Guatemala City, Santa Cruz Balanya, Iximche",2007-03-11,11.3.2007,2007-03-12,12.3.2007,Met with President Berger.,,
USA,W. BUSH,Mexico,"Merida, Uxmal",2007-03-12,12.3.2007,2007-03-14,14.3.2007,Met with President Calderon. Visited Mayan ruins.,,
USA,W. BUSH,Czechia,Prague,2007-06-04,4.6.2007,2007-06-05,5.6.2007,"Met with President Klaus and Prime Minister Topolanek. Addressed Conference 
on Democracy and Security.",,
USA,W. BUSH,Germany,Heiligen-damm,2007-06-05,5.6.2007,2007-06-08,8.6.2007,Attended the G-8 Summit Meeting. Also met with Chinese President Hu Jintao.,,
USA,W. BUSH,Poland,"Gdansk, Jurata Hel.",2007-06-08,8.6.2007,2007-06-08,8.6.2007,Met with President Kaczynski.,,
USA,W. BUSH,Italy,Rome,2007-06-08,8.6.2007,2007-06-10,10.6.2007,Met with Prime Minister Prodi and President Napolitano.,,
USA,W. BUSH,Vatican City,,2007-06-09,9.6.2007,2007-06-09,9.6.2007,Audience with Pope Benedict XVI.,,
USA,W. BUSH,Albania,Tirana,2007-06-10,10.6.2007,2007-06-10,10.6.2007,Met with President Moisu and Prime Minister Berisha.,,
USA,W. BUSH,Bulgaria,Sofia,2007-06-10,10.6.2007,2007-06-11,11.6.2007,Met with President Parvanov and Prime Minister Stanishev.,,
USA,W. BUSH,Canada,"Montebello, Quebec",2007-08-20,20.8.2007,2007-08-21,21.8.2007,"Attended North American Leaders’ Summit with Mexican President Calderon and 
Canadian Prime Minister Harper.",,
USA,W. BUSH,Iraq,Al-Assad Air Force Base,2007-09-03,3.9.2007,2007-09-03,3.9.2007,"Met with Gen. Petraeus, Secretary of State Rice, Secretary of Defense 
Gates, senior U.S. officials, and Iraqi political leaders.",,
USA,W. BUSH,Australia,Sydney,2007-09-03,3.9.2007,2007-09-08,8.9.2007,Attended APEC Leaders’ Meeting.,,
USA,W. BUSH,Israel,"Tel Aviv, Jerusalem",2008-01-09,9.1.2008,2008-01-11,11.1.2008,Met with Prime Minister Olmert and President Peres. Visited Yad Vashem.,,
USA,W. BUSH,Palestine,"Ramallah, Bethlehem",2008-01-10,10.1.2008,2008-01-10,10.1.2008,Met with President Abbas and visited the Church of the Nativity.,,
USA,W. BUSH,Kuwait,"Kuwait City, Camp Arifjan",2008-01-11,11.1.2008,2008-01-12,12.1.2008,"Attended Roundtable on Democracy and Development. Met with Gen. Petraeus 
and Ambassador Crocker at Camp Arifjan and addressed U.S. military 
personnel.",,
USA,W. BUSH,Bahrain,Manama,2008-01-12,12.1.2008,2008-01-13,13.1.2008,Met with King Hamad bin Isa al –Khalifa. Addressed U.S. military personnel.,,
USA,W. BUSH,United Arab Emirates,"Abu Dhabi, Dubai",2008-01-13,13.1.2008,2008-01-14,14.1.2008,"Met with President Khalifa bin Zayid al Nuhayyin and Crown Prince Sheikh 
Mohammed.",,
USA,W. BUSH,Saudi Arabia,"Riyadh, Al-Janadriyah",2008-01-14,14.1.2008,2008-01-16,16.1.2008,Met with King Abdullah.,,
USA,W. BUSH,Egypt,Sharm el-Sheikh,2008-01-16,16.1.2008,2008-01-16,16.1.2008,Met with President Mubarak.,,
USA,W. BUSH,Benin,Porto Novo,2008-02-16,16.2.2008,2008-02-16,16.2.2008,Met with President Boni.,,
USA,W. BUSH,Tanzania,"Dar es Salaam, Arusha",2008-02-16,16.2.2008,2008-02-19,19.2.2008,"Met with President Kikwete, signed Millennium Challenge agreement.",,
USA,W. BUSH,Rwanda,Kigali,2008-02-19,19.2.2008,2008-02-19,19.2.2008,Met with President Kagame and dedicated new Embassy.,,
USA,W. BUSH,Ghana,Accra,2008-02-19,19.2.2008,2008-02-21,21.2.2008,Met with President Kufuor.,,
USA,W. BUSH,Liberia,Liberia,2008-02-21,21.2.2008,2008-02-21,21.2.2008,Met with President Johnson Sirleaf.,,
USA,W. BUSH,Ukraine,Kyiv,2008-03-31,31.3.2008,2008-04-01,1.4.2008,Met with President Yushchenko and Prime Minister Tymoshenko.,,
USA,W. BUSH,Romania,Bucharest,2008-04-02,2.4.2008,2008-04-04,4.4.2008,"Met with President Basescu and Prime Minister Popescu-Tariceanu. Attended 
NATO, Euro-Atlantic Partnership Council, NATO-Ukraine Commission, and 
NATO-Russia Council Summit Meetings.",,
USA,W. BUSH,Croatia,Zagreb,2008-04-04,4.4.2008,2008-04-05,5.4.2008,Met with President Mesic.,,
USA,W. BUSH,Russia,Sochi,2008-04-05,5.4.2008,2008-04-06,6.4.2008,Met with President Putin and President-elect Medvedev.,,
USA,W. BUSH,Israel,"Tel Aviv, Jerusalem, Masada",2008-05-14,14.5.2008,2008-05-16,16.5.2008,"Met with President Peres and Prime Minister Olmert. Addressed the Knesset. 
Commemorated Israel’s 60th anniversary.",,
USA,W. BUSH,Saudi Arabia,"Riyadh, Al-Janadriyah",2008-05-16,16.5.2008,2008-05-17,17.5.2008,Met with King Abdullah.,,
USA,W. BUSH,Egypt,Sharm el-Sheikh,2008-05-17,17.5.2008,2008-05-18,18.5.2008,"Met with President Mubarak, King Abdullah II of Jordan, Palestinian 
Authority President Abbas and Prime Minister Fayyad, Afghan President 
Karzai and Pakistani Prime Minister Gilan. Addressed the World Economic 
Forum.",,
USA,W. BUSH,Slovenia,Ljubljana,2008-06-09,9.6.2008,2008-06-10,10.6.2008,"Met with President Turk and Prime Minister Jansa. Attended the EU-US Summit 
Meeting.",,
USA,W. BUSH,Germany,Meseberg,2008-06-10,10.6.2008,2008-06-11,11.6.2008,Met with Chancellor Merkel.,,
USA,W. BUSH,Italy,Rome,2008-06-11,11.6.2008,2008-06-13,13.6.2008,Met with President Napolitano and Prime Minister Berlusconi.,,
USA,W. BUSH,Vatican City,,2008-06-13,13.6.2008,2008-06-13,13.6.2008,Met with Pope Benedict XVI.,,
USA,W. BUSH,France,Paris,2008-06-13,13.6.2008,2008-06-15,15.6.2008,"Met with President Sarkozy. Addressed the OECD. Attended wreath-laying 
ceremonies at Suresnes and Mont Valerien.",,
USA,W. BUSH,United Kingdom,"London, Belfast",2008-06-15,15.6.2008,2008-06-16,16.6.2008,"Met with Queen Elizabeth II at Windsor Castle. Met with Prime Minister 
Blair and Quartet Representative Blair. In Belfast, met with First Minister 
Robertson and Deputy First Minister McGuinness.",,
USA,W. BUSH,Japan,Toyako,2008-07-06,6.7.2008,2008-07-09,9.7.2008,"Attended the G-8 Economic Summit. Also met with Tanzanian President 
Kikwete, Indian Prime Minister Singh, Chinese President Hu, and South 
Korean President Lee.",,
USA,W. BUSH,South Korea,"Seoul, Yongsan",2008-08-05,5.8.2008,2008-08-06,6.8.2008,Met with President Lee and addressed U.S. military personnel.,,
USA,W. BUSH,Thailand,Bangkok,2008-08-06,6.8.2008,2008-08-07,7.8.2008,Met with Prime Minister Samak and addressed Burmese activists.,,
USA,W. BUSH,China,Beijing,2008-08-07,7.8.2008,2008-08-11,11.8.2008,"Attended opening ceremonies of the Olympic Games. Dedicated a new U.S. 
Embassy. Met with President Hu and Russian Prime Minister Putin.",,
USA,W. BUSH,Peru,Lima,2008-11-21,21.11.2008,2008-11-23,23.11.2008,Attended the APEC Summit Meeting and met with President Garcia.,,
USA,W. BUSH,Iraq,Baghdad,2008-12-14,14.12.2008,2008-12-14,14.12.2008,"Met with President Talabani and Prime Minister Maliki. Signed Strategic 
Framework and Security Agreements. Visited U.S. military personnel.",,
USA,W. BUSH,Afghanistan,Kabul,2008-12-14,14.12.2008,2008-12-15,15.12.2008,Met with President Karzai and visited U.S. military personnel.,,
USA,OBAMA,Canada,Ottawa,2009-02-19,19.2.2009,2009-02-19,19.2.2009,Met with Prime Minister Harper.,,
USA,OBAMA,United Kingdom,London,2009-03-31,31.3.2009,2009-04-03,3.4.2009,"Met with Queen Elizabeth II and Prime Minister Brown. Attended the G-20 
Economic Summit Meeting.",,
USA,OBAMA,France,Strasbourg,2009-04-03,3.4.2009,2009-04-04,4.4.2009,Attended the NATO Summit Meeting.,,
USA,OBAMA,Germany,"Baden-Baden, Kehl",2009-04-03,3.4.2009,2009-04-04,4.4.2009,Attended a working dinner for NATO leaders.,,
USA,OBAMA,Czechia,Prague,2009-04-04,4.4.2009,2009-04-05,5.4.2009,Attended U.S.-European Union Summit meeting.,,
USA,OBAMA,Turkey,"Ankara, Istanbul",2009-04-05,5.4.2009,2009-04-07,7.4.2009,"Met with President Gul and Prime Minister Erdogan; addressed the Grand 
National Assembly.",,
USA,OBAMA,Iraq,Baghdad,2009-04-07,7.4.2009,2009-04-07,7.4.2009,Met with President Talabani and U.S. military personnel.,,
USA,OBAMA,Mexico,Mexico City,2009-04-16,16.4.2009,2009-04-17,17.4.2009,Met with President Calderon.,,
USA,OBAMA,Trinidad and Tobago,Port-of-Spain,2009-04-17,17.4.2009,2009-04-19,19.4.2009,Attended the Summit of the Americas.,,
USA,OBAMA,Saudi Arabia,Riyadh,2009-06-03,3.6.2009,2009-06-04,4.6.2009,Met with King Abdullah.,,
USA,OBAMA,Egypt,Cairo,2009-06-04,4.6.2009,2009-06-04,4.6.2009,Met with President Mubarak and delivered and address at Cairo University.,,
USA,OBAMA,Germany,"Dresden, Weimar, Landstuhl",2009-06-04,4.6.2009,2009-06-05,5.6.2009,"Met with Chancellor Merkel, visited the Buchenwald concentration camp and 
visited wounded U.S. military personnel.",,
USA,OBAMA,France,"Paris, Caen",2009-06-05,5.6.2009,2009-06-07,7.6.2009,"Met with President Sarkozy and dedicated the new visitor center at the U.S. 
Military Cemetery in Normandy.",,
USA,OBAMA,Russia,Moscow,2009-07-06,6.7.2009,2009-07-08,8.7.2009,Met with President Medvedev and Prime Minister Putin.,,
USA,OBAMA,Italy,"Rome, L’Aquila",2009-07-08,8.7.2009,2009-07-10,10.7.2009,"Attended the G-8 Summit Meeting. Also met with the leaders of Angola, 
Algeria, Australia, Brazil, China, Egypt, India, Mexico, Nigeria, Senegal, 
South Africa, and various international organizations.",,
USA,OBAMA,Vatican City,,2009-07-10,10.7.2009,2009-07-10,10.7.2009,Audience with Pope Benedict XVI.,,
USA,OBAMA,Ghana,"Accra, Cape Coast",2009-07-10,10.7.2009,2009-07-11,11.7.2009,Met with President Mills and addressed Parliament.,,
USA,OBAMA,Mexico,Guadalajara,2009-08-09,9.8.2009,2009-08-10,10.8.2009,Attended the North American Leaders’ Summit.,,
USA,OBAMA,Denmark,Copenhagen,2009-10-02,2.10.2009,2009-10-02,2.10.2009,"Addressed a session of the International Olympic Committee and met with 
Prime Minister Rasmussen.",,
USA,OBAMA,Japan,Tokyo,2009-11-13,13.11.2009,2009-11-14,14.11.2009,Met with Emperor Akihito and Prime Minister Hatoyama.,,
USA,OBAMA,Singapore,Singapore,2009-11-14,14.11.2009,2009-11-15,15.11.2009,Attended the APEC Leaders’ Meeting.,,
USA,OBAMA,China,"Shanghai, Beijing",2009-11-15,15.11.2009,2009-11-18,18.11.2009,"Met with President Hu, National People’s Congress Chairman Wu, and Premier 
Wen. Visited the Great Wall.",,
USA,OBAMA,South Korea,"Osan, Seoul",2009-11-18,18.11.2009,2009-11-19,19.11.2009,Met with President Lee.,,
USA,OBAMA,Norway,Oslo,2009-12-10,10.12.2009,2009-12-11,11.12.2009,Met with King Harald V and Queen Sonja. Received the Nobel Peace Prize.,,
